content,nickname,信息,信息5,creation_time,ip_address
y7000p确实很不错联想的大牌就是有保障基本上什么游戏都能带的动cpu也是非常顶再加上主流4060显卡说实话这价格真是性价比拉满了,                                    u***z            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-09,浙江
"包装保护：包装完整，保护良好
外形外观：整洁无划痕，外观无破损
画面品质：清晰度良好
运行速度：运行流畅，无卡顿",                                    u***j            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,浙江
电脑保护的非常不错，打游戏的效果也是没有什么太大的问题，电脑非常的不错啊送货也是非常的快，跑分快，没有损坏，画面品质也是可以的,                                    叶***意            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,安徽
总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐商品质量一流，细节完美。材质优质，使用起来效果显著，是一款让人信赖的好产品。,                                    z***1            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-11,上海
"包装保护：包装很结实，没有损坏
外形外观：电脑很好看，
画面品质：画面没问题，清晰度高
运行速度：电脑运行速度快",                                    张***z            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-16,河北
东西收到以后马上就拆开了 发现与图片描述一致不管是做工还是细节都是完美 卖家发货也很快 服务也很到位 好评！价格很实惠，店面很大，服务也很好，老板服务热情，在这家店买东西，买的放心，还有就是 琪琪 客服服务很好超赞的哦,                                    y***i            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-03,四川
"游戏效果：玩游戏嘎嘎流畅不掉帧！！！
包装保护：包装非常严实，保护的很好！！！
外形外观：外形非常炫酷！！！",                                    6***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-07,河北
人生中第一台电脑💻，十分帅气，外观大方，简洁，运行流畅画面品质优良游戏效果号，跑分十分出色，值得购买。,                                    8***x            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,安徽
发货速度很快，隔天就收到了。笔记本完好无损到手，开机运行速度各方面都挺好的，挺满意的，使用一段时间再追评。,                                    j***w            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-17,江苏
电脑很不错，验机没有问题，屏幕没有光斑，按键回弹很好，充电次数也符合，风扇声音也不大，不像别的游戏本嘈杂,                                    阿***学            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,山西
"包装保护：非常好，拿到手后没有损坏。
外形外观：好，颜色为黑色，低调而又不失风度。
画面品质：很清晰，清楚的没得说。
跑分评测：可以，跑分挺高的
运行速度：快，",                                    帅***7            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,福建
"包装保护：保护的很完好
外形外观：很满意
画面品质：第一次尝试很满意
运行速度：很快
游戏效果：身临其境",                                    z***z            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-01,安徽
外观很好看，手感也好，键盘的质感很舒服，启动很快，也不会存在卡顿问题。客服态度也很不错，物流也快，爱了爱了,                                    j***3            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-30,海外
为买笔记本，对比了很多，最终选择了联想拯救者Y7000P。到手使用了十几天，还没发现什么问题，笔记本散热良好，性能强劲，屏幕出色。游戏、学习。孩子都很满意。(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！,                                    3***1            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-09,青海
颜色很喜欢，外观大气。收到货检查没有划痕。赠品很多。运行挺快，不卡顿。开机很快，不到10秒钟。值得购买。,                                    u***q            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,海外
精挑细选很久✨，最后决定买这一款🎁，到货后果然没有让我失望，刚打开检查试用，感觉很好（给不了什么专业的点评）。而且包装很好🔮，京东的物流也很让人放心🌈，很满意💖,                                    推***厨            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-22,北京
"包装保护：包裹很好，没有破损很急
外形外观：磨砂壳，摸起来很舒服
画面品质：画质清晰
游戏效果：游戏体验完美",                                    甍***荨            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-09,吉林
"外观很好看，手感也好，键盘的质感很舒服，启
动很快，也不会存在卡顿问题。打游戏，看视频
屏幕的光感，帧率都很好,客服态度也很不错，
物流也快，爱了爱了",                                    j***1            ,32G 2TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-04,安徽
"包装保护：电脑包装很好
外形外观：无损坏
画面品质：很好
运行速度：运行很流畅，多窗口不卡顿
游戏效果：下载游戏很快，显卡性能卓越
送了很多赠品，电脑很有质感。",                                    j***2            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-21,河北
"包装保护：包装挺好的
外形外观：好看大器
画面品质：画面品质：画面 颜色音质清晰看起不伤眼睛
跑分评测：相当快
运行速度：运行速度快 不卡顿
游戏效果：打游戏安逸值得入手的",                                    j***1            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-12,广东
"包装保护：保护的特别好，很安全，不怕磕碰
外形外观：简约大气上档次
画面品质：质感好看
跑分评测：很高，不卡顿，流畅",                                    3***4            ,64G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-27,吉林
"收到货后立马检查了一下， 发现没有开封过的痕
迹，插入验机U盘，各种配置都正确， 屏幕无坏
点、漏光，检查了一下电池使用报告， 使用时间
正常。跑了一下分，是在正常的范围内。 商家很
贴心，将电脑设置成了不用输入代码也可以跳过
联网的模式。还有一些赠品，很不错！",                                    j***o            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-15,黑龙江
外面包装没有破损，里面保护得也很好，外观非常整洁，没有磨损 画面品质：屏幕较大，非常适合日常问运行速度很快，稳定运行无畏契约，流畅,                                    七***呦            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-08,河北
"包装好看，
包装保护：超级保护的好
外形外观：炫酷有意思
画面品质：画质超清值得推荐
跑分评测：超快
运行速度：快快快
游戏效果：棒",                                    j***n            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-27,辽宁
打开包装的那一刻，就被商品的优良做功所惊艳，质量更是没得说，买得太值了!商品毫无偏差符合描述，商家服务热情友善，使用体验超爽，外观设计酷炫个性，产品质量优秀，物流服务迅速，性价比高，爱了!,                                    小***i            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-19,江苏
"包装保护：严实，
外形外观：时尚美观
画面品质：清晰舒适
运行速度：非常快
游戏效果：不错
这款是给儿子去大学用的电脑，他自己非常满意也是自己喜欢的机型和配置",                                    3***i            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-12,湖南
性价比很高，很实惠，使用起来感觉很好，非常完美.^◡^.很满意的一次购物，商家服务好，发货神速，物流也很给力，宝贝收到后非常喜欢，买得放心，用得安心🌈质量很好，买的很合我心意💕，棒棒哒！✨需要的亲们可以放心购买,                                    心***Q            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,陕西
"包装保护：包装很好电脑被保护的很好
外形外观：简单大气有质感
画面品质：清晰品质好
游戏效果：适合打游戏看电视
运行速度：不卡顿很流畅",                                    f***w            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-02,湖北
呵呵，也就那样，估计是摸摸机，不过配置还行,                                    z***6            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-06-04,广东
"包装保护：非常好
外形外观：可以的
画面品质：不错
跑分评测：跑个还行滴
运行速度：开始非常快
游戏效果：非常可以的游戏效果非常ok",                                    1***e            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-09,安徽
这款电脑无论外观设计还是内在配置，都超出了我的预期，亮丽的机身，搭配高清大屏，无论日常学习还是休闲娱乐，都能带来极佳视觉体验，处理器和显卡性能非常给力，运行大型软件或游戏都游刃有余，可以满足日常需求！！👍👍👍,                                    梁***风            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,上海
