用户,评分,评论内容,评论时间,用户地址
7***q,5,这个电脑开机速度还可以，整理颜色也比较高级，目前来说内存也够用，还可以拓展，唯一不好的就是感觉保险有点贵贵。其他都还好，刚刚到手，运行速度还可以，等用久了又来追评吧。&lsquo;酷睿Ultra&rsquo;的版本，听说很不错，性价比高，棒棒的。,2025-01-25 13:42:43,四川
j***u,5,"运行速度：酷睿ultra名不虚传，集显性能超过预期
屏幕效果：清晰无坏点
散热性能：散热快，噪音小
外形外观：简洁大方
轻薄程度：同级别较优",2025-02-04 20:11:02,上海
a***x,5,我买的联想32g+1T 酷睿Ultra5版本，我接受不了小运存，所以直接一步到位上32G运存。整体不错，大屏大电池，我的最爱。【柳橙】客服妹子不错。,2025-01-28 12:54:24,河南
B***g,5,"联想小新16pro 酷睿UItra简评：
运行速度：可以，可能以为刚开始用初速有点小问题
屏幕效果：还可以，听清晰的
散热性能：不怎么玩游戏，感觉还行，就是刚开始用可能风扇的声音有一点点大
外形外观：爱这款简约风格
轻薄程度：很轻薄
其他特色：可以，要是有赠品就更好了。
散热能力：可以
运行速度：还行",2025-02-06 15:13:55,江苏
世***0,5,酷睿Ultra 小新14pro 色彩确实不错，也比较轻，续航能力几个小时就要充电，和Thinkpad carbon X1不能比。 键盘手感也是thinkpad比较好，开机没多久，cpu跑到60多了，送的office打开非常卡顿，而且总是提示一些错误无法编辑。,2025-02-11 16:35:23,浙江
j***0,5,买的第五台联想笔记本，质量还算是可靠的。整体配置比较均衡，内置了&ldquo;酷睿Ultra&rdquo;工作娱乐足够了！金属机身，外观延续小新的整体风格，音响和散热系统比上一代有所提升，内存和硬盘三五年内应该够用了,2025-01-19 15:06:57,江苏
a***3,5,"买的是全新小新Pro14酷睿Ultra 5 125H 14核标压处理器，32G极速内存，64W性能释放，120Hz高刷显示器，长时间续航，主要用于办公，有时候放松的时候玩玩英雄联盟之类的游戏，比平时买要便宜很多。
运行速度：较快
屏幕效果：适合玩英雄联盟之类的游戏
散热性能：原来想买AMD的CPU，后来听说IN的散热更好。
外形外观：还不错
轻薄程度：还不错",2025-01-23 16:38:40,湖南
j***d,5,联想小新Pro 16采用精致的设计语言，机身线条简洁流畅，搭载酷睿Ultra5处理器，展现出一种大气而专业的外观风格。尽管屏幕尺寸较大，但机身依然保持轻薄，便于携带，适合移动办公和学习。使用高品质材料打造，机身坚固耐用，触感细腻，彰显出联想的精湛工艺。【柳橙】客服妹子不错的呢。,2025-02-10 19:44:56,山东
9***0,5,上一台电脑是小新的 pro 系列，已经用了四年了，现在又购入了这台 Pro 16，用上了酷睿Ultra 系列的芯片，酷睿 ultra5，挺不错的，电脑也好用,2025-02-09 10:21:15,山东
歪***呢,5,"酷睿Ultra
新办公电脑，目前使用一周，整体散热效果很好，智能应用方面做的不错，偶尔有应用卡顿。目前主要问题还是硬盘不够用，回头得加装一个固态",2025-01-19 11:34:13,四川
无***龙,5,学术民工，需要一台趁手工具，联想小新价格合适，配置对我来说足够了，再加上酷睿Ultra的加持，码字用应该足够了。只希望使用的时候能够长期反应迅速，这是我对电脑的唯一要求。,2025-02-10 09:46:31,浙江
u***w,5,"酷睿Ultrax 处理器好。选的是AI性能版酷睿5 32G 1T版，打算用来python编程。
开机速度快，响应迅速，Windows11新系统。
一切都是最好的安排的产品。产品越来越好。
新产品不卡机，产品值得冲。
不方便: 没有鼠标和电脑包，需要另配。",2025-02-05 21:35:51,湖北
0***0,5,买的时候只有酷睿Ultra5的配置了，不过酷睿Ultra5的价格便宜，平时不做大工程、不玩大型游戏够用了。整体设计很简约，大屏看电影比较爽，整体感觉不错。,2025-02-10 20:24:54,山东
j***4,5,"酷睿Ultra
散热性能：首次开机风扇无声音

轻薄程度：薄 适合外出携带

运行速度：待体验 正在安装",2025-02-05 21:58:43,浙江
幸***8,5,"外形外观：酷睿 UItra整体比较美观
轻薄程度：比较轻薄
运行速度：待使用后反馈
其他性能，待后期使用后追加",2025-02-07 21:04:02,湖北
y***9,5,电脑不错，用的 酷睿Ultra 的处理器，性能强，能耗低，全金属机身，可靠耐用，选的非OLED屏幕，普通IPS更值得购买。小柿子客服不错的。,2025-02-10 10:19:29,湖南
v***y,5,小新pro14 酷睿Ultra的cpu，性能感觉没啥问题，外观正常，做工看着还行，机子不重，大小合适，屏幕的显示效果还不错。,2025-02-05 15:49:47,北京
张***1,5,联想新一代小新 酷睿Ultra性能强大，整机轻薄便携同时性能强大，不论办公还是打游戏都可轻松拿捏。搭载AI大平台工具，有效提高生产力,2025-02-12 09:47:12,广东
u***y,5,这款电脑配置比较高，价格也算合理，运行速度快，可以说是电脑界的天花板，特别是内置的&quot;酷睿Ultra&quot;更可以说是嘎嘎滴👍👍👍,2025-02-04 09:31:09,山西
j***9,5,整体配置比较比较好，搭载&ldquo;酷睿Ultra&rdquo;新型CPU，运行速度快。外观上全金属机身，整体外观不错。120赫兹的高刷屏幕，全尺寸大键盘，散热的布局在两侧和底部，散热性能不错，杜比音响效果认证，整机质量不重，携带方便。,2025-01-26 14:14:44,江苏
笨***古,5,先是闺蜜买了这款电脑，然后推荐给我，买了酷睿Ultra 5的版本，我平时不打游戏，电脑就是用来办公，这个配置对于我来说足够了，电脑内存比我之前的电脑大了很多，再也不怕内存不够用了。,2025-01-23 08:38:45,江苏
6***5,5,"性能方面，搭載高性能处理器和高速固态硬盘，多任务处理流畅，系统启动迅速，散热表现优秀，长时间运行也能保持稳定。Al 功能是其亮点，智能语音助手让操作便捷，AI 降噪技术提升通话质量，AI 图像处理功能优化照片效果，满足我的多样化需求。
屏幕素质出色，高分辨率和高色域覆盖带来细腻、清晰且色彩丰富的视觉体验，护眼技术有效保护视力。续航能力强劲，满足一天使用需求，无需频繁充电。
综合来看，联想小新14 Pro Al 超能体是学生、职场人士和创意工作者的全能之选，兼具高效生产力与时尚科技感，带来优质体验。",2025-02-10 21:52:36,广东
j***5,5,运行速度：开机速度挺快，屏幕清楚散热快酷睿ultra挺好的，外观适合女生，机身挺轻薄的，外出带着都挺方便,2025-02-13 19:52:22,安徽
眼***毛,5,"运行速度：性能强劲，酷睿Ultra5在多任务和复杂计算出色。
屏幕效果：2.8k屏幕，色彩丰富。
散热性能：散热表现优秀。
外形外观：简约大方，金属材质
轻薄程度：1.46㎏重，15.9㎜，适合外出携带",2025-01-29 17:21:10,重庆
i***e,5,电脑小清新，轻薄，大小合适，简约，屏幕效果很清晰，运行速度不错，功能还挺多的，就是有一点，感觉键盘的键程有点短，按起来比较涩！这一点有待改进,2025-01-27 10:03:27,江苏
乡***男,5,重量虽然是1.91kg但是适配器虽然小，整体一点都不重，很适合男生。屏幕350nit，买前一直在犹豫，收到后，可以说是满足办公需求，不过，这样的屏幕，不建议用来做图。Ultra9的CPU，虽然是核显，但居然可以跑动黑神话，虽然很少玩游戏，但偶尔放松也是不错。做为酷睿1代9系顶级CPU，运行速度还是很赞的。自带的AI助手也不错。提醒，安装AI小画是占用C盘空间，大约35G。重装系统时，触摸板，无线网卡，蓝牙是没有驱动，要安装好系统后自行安装。总体来说，国补后不到6K的价格买到这样素质的笔记本，超值。另外，虽然说是16吋的本，但是电脑包是可以考虑大部分14吋的包。,2025-02-10 22:47:57,山东
我***钱,5,联想小新Pro14 酷睿Ultral 版，电脑已收到，外观漂亮，屏幕清晰，运行流畅无卡顿。键盘自带背光灯。夜间使用友好。性能强劲，颜值拉满。联想小新Pro14酷睿Ultral版，值得购买！,2025-01-21 16:12:57,河南
低***n,5,"搭载的英特尔酷睿Ultra5处理器 配合 32GB的
LPDDR5X内存和1TB的SSD固态硬盘 无论是图形设计还是视频剪辑 都能流畅运行 响应迅速
它不仅外观时尚 性能强大 而且续航能力出色 完全满足了我对笔记本的所有期待",2025-01-18 22:49:51,福建
清***y,5,"联想小新Pro16学生党福音
学生党宝藏笔记本电脑-联想小新Pro16酷睿Ultra，适合学生党的笔记本电脑，本人亲测，开机速度快，轻薄，厚度仅有3cm左右，外观炫酷，银
灰色高级配色，配置高，爱了爱了。",2025-01-25 21:34:20,山西
j***x,5,外形外观：之前用的小新14Air，但是不小心丢了，这次换Pro酷睿UItra，OLED的屏幕，看着很舒服，希望一如既往好用,2025-01-25 20:53:00,江苏
n***9,5,家里都是联想笔记本，老公也是，给同事也推荐的一款，联想笔记本电脑小新Pro14AI超能本高性能标压酷睿Ultra，性能提升👍，比较适合我！,2025-02-11 14:10:09,北京
一***程,5,我是做程序开发的，选了好久才选了这款酷睿Ultra5 125H的联想小新，样子挺好看的，目前用着流畅，趁着国补，价格也不错,2025-01-23 13:58:24,上海
j***c,5,酷睿Ultra笔记本电脑以其简洁而优雅，机身轻薄，便于携带。金属材质的外壳提升了整体质感配备了最新的AMD Ryzen处理器，确保了快速的数据处理能力。独立显卡提供了卓越的图形处理能力，适合游戏和专业图形设计。内存和存储配置灵活，可以根据需要选择不同配置，以满足各种使用场景。高分辨率的显示屏提供了清晰、细腻的图像，色彩还原准确，视角宽广。电池续航能力出色，能够支持长时间的移动办公和娱乐需求。提供了全面的端口配置，包括USB Type-C、HDMI、SD卡读卡器等，方便连接各种外设。支持最新的Wi-Fi和蓝牙技术，确保了稳定的无线连接。预装了Windows操作系统，用户界面友好，易于上手。客户服务团队响应迅速，提供有效的技术支持和售后服务。,2025-01-23 17:17:39,贵州
u***r,5,电脑已收到，16寸的笔记本看着还是大气一些，做工摸着也挺好，目测是正品，酷睿Ultra的处理器第一次使用，期待后期质量稳定可靠。柳橙客服妹子服务不错。,2025-02-07 20:33:54,湖北
Z***i,5,"联想小新Pro14 AI超能本在性能、散热和配件方面表现都不错，值得购买。从机器性能来看，这款笔记本的酷睿Ultra5处理器表现稳定，能够流畅运行多任务和大型应用程序。32GB的双通道内存和1TB的SSD存储配置也为日常使用提供了充足的资源，打开大文件和运行专业软件时运行得滚滚有声。2.8K高刷屏幕色彩饱满，显示效果细腻，尤其适合影视娱乐和工作场景。
在散热方面，虽然这是一款轻薄本，但金属机身和优化的散热设计可以在轻度负载下保持较低温度，避免温度过高导致性能瓶颈。散热解决方案也比较到位，平时使用不会有明显的热感。
至于配件质量，无线键盘和触控板的体验不错，手感舒适，响应灵敏。配件包装也非常齐全，包括了充电器和数据线。电池续航也表现不错，适合日常办公和娱乐使用。",2025-02-12 15:32:29,广东
臭***等,5,酷睿Ultra 5新u性能够用查询核显性能和1650一直简单娱乐无压力。外观大气做工精细之前看老款做工不佳2024款应该是升级了放心购买,2025-01-18 11:05:59,北京
爱***4,5,买来家里办公用，搭载酷睿Ultra5处理器，屏幕大看着舒服，核显性能不错，开机速度快，加上国补太香了。,2025-01-20 09:04:08,福建
j***q,5,"搭载英特尔酷睿Ultra 处理器,运算能力强大,多任务处理流畅，无论是同时打开多个办公文件还是视频编辑，图片处理等工作都能轻松应对，运行速度快，能大幅提升工作效率",2025-02-02 19:26:20,湖北
凝***记,5,"按网上的验证方法，是新机，24年7月的机子，现在是25年2月，体验还好，用的野兽模式，还行，有时间买款贴纸痛机，
屏幕效果：好
运行速度：还行
散热性能：一般",2025-02-12 15:46:56,河南
j***x,5,验机没啥问题，压力测试也还好，风扇声音不大，整体质感不错，之前用的是I7CPU，现在这个酷睿Ultra具体还不清楚咋样，毕竟第一代，再体验一段时间吧,2025-01-26 22:04:52,广东
